2016/11/03;Queens;31.57986111111111;Westchester;41.3;Staten Island;20.772058823529413;Rockland County;44.0;Connecticut;20.0;Brooklyn;51.92070484581498;Manhattan;28.132183908045977;All Boroughs;30.0;Bronx;21.84179104477612;New Jersey;27.5;Nassau County;19.285714285714285
2016/11/10;Queens;27.919708029197082;Westchester;42.44318181818182;Staten Island;16.1046511627907;Rockland County;30.833333333333332;Connecticut;20.0;Brooklyn;31.459183673469386;Manhattan;27.794117647058822;All Boroughs;35.714285714285715;New Jersey;25.0;Bronx;21.172338568935427;Nassau County;28.541666666666668
2016/11/17;Queens;29.984848484848484;Westchester;47.5;Staten Island;17.198795180722893;Rockland County;32.5;Connecticut;20.0;Brooklyn;32.214723926380366;Manhattan;28.63157894736842;All Boroughs;30.0;Bronx;21.988399071925755;New Jersey;28.0;Nassau County;29.545454545454547
2016/11/24;Queens;37.6948051948052;Westchester;45.74324324324324;Staten Island;20.09259259259259;Rockland County;31.25;Brooklyn;35.13537906137184;Manhattan;27.236238532110093;All Boroughs;35.0;Bronx;21.922661870503596;New Jersey;29.166666666666668;Nassau County;30.0
2016/12/01;Queens;27.50943396226415;Westchester;44.61309523809524;Staten Island;28.639705882352942;Rockland County;50.45454545454545;Connecticut;20.0;Brooklyn;31.22269807280514;Manhattan;31.112627986348123;All Boroughs;50.0;Bronx;21.10430107526882;New Jersey;20.0;Nassau County;29.41176470588235
2016/12/08;Westchester;42.80172413793103;Queens;28.584183673469386;Staten Island;18.055555555555557;Rockland County;46.666666666666664;Brooklyn;28.933734939759034;Manhattan;60.16556291390729;All Boroughs;36.25;Bronx;20.966587112171837;New Jersey;97.5;Nassau County;33.375
2016/12/15;Queens;45.0;Westchester;41.516129032258064;Staten Island;18.333333333333332;Rockland County;52.5;Brooklyn;24.32319391634981;Manhattan;33.541044776119406;All Boroughs;36.0;Bronx;23.40068493150685;New Jersey;39.09090909090909;Nassau County;33.45652173913044
2016/12/22;Queens;28.9375;Westchester;29.375;Staten Island;13.6;Brooklyn;23.23030303030303;Manhattan;29.50980392156863;All Boroughs;30.0;Bronx;31.716101694915253;Nassau County;30.0
2016/12/29;Queens;34.67032967032967;Westchester;50.357142857142854;Staten Island;19.270833333333332;Rockland County;20.0;Brooklyn;32.28135593220339;Manhattan;30.4;All Boroughs;40.0;Bronx;22.642857142857142;New Jersey;21.666666666666668;Nassau County;32.857142857142854
2017/01/05;Queens;31.703065134099617;Westchester;45.283018867924525;Staten Island;20.857954545454547;Rockland County;40.0;Brooklyn;38.873517786561266;Manhattan;36.01988636363637;All Boroughs;38.333333333333336;Bronx;25.98542024013722;New Jersey;26.071428571428573;Nassau County;29.264705882352942
2017/01/12;Queens;27.948275862068964;Westchester;45.989583333333336;Staten Island;23.928571428571427;Rockland County;22.5;Brooklyn;28.459302325581394;Manhattan;32.94178082191781;All Boroughs;45.0;Bronx;24.339955849889623;New Jersey;32.666666666666664;Nassau County;36.0
2017/01/19;Queens;31.34393063583815;Westchester;48.0;Staten Island;23.728571428571428;Rockland County;20.0;Brooklyn;35.35660377358491;Manhattan;58.76086956521739;New Jersey;21.875;Bronx;24.10402097902098;Nassau County;33.3
2017/01/26;Queens;28.756666666666668;Westchester;201.92;Staten Island;26.340579710144926;Rockland County;38.333333333333336;Connecticut;19.166666666666668;Brooklyn;28.00518134715026;Manhattan;27.299760191846524;All Boroughs;30.0;Bronx;26.46794871794872;New Jersey;24.23076923076923;Nassau County;29.71153846153846
2017/02/02;Queens;31.18918918918919;Westchester;357.0;Staten Island;24.74137931034483;Rockland County;46.666666666666664;Connecticut;21.071428571428573;Brooklyn;49.07765667574932;Manhattan;26.79585798816568;Bronx;23.182666666666666;New Jersey;16.2;Nassau County;32.36842105263158
2017/02/09;Queens;47.18396226415094;Westchester;41.13095238095238;Staten Island;22.75862068965517;Rockland County;45.0;Connecticut;32.5;Brooklyn;43.96103896103896;Manhattan;125.16312056737588;Bronx;25.76577287066246;New Jersey;27.77777777777778;Nassau County;39.31578947368421
